Well,Depth,Path,Label
F-9,150.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,151.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,152.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,153.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,154.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,155.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,156.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,157.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,158.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,159.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,160.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,161.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,162.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,163.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,164.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,165.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,166.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,167.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,168.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,169.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,170.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,171.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,172.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,173.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,174.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,175.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,176.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,177.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,178.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,179.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,180.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,181.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,182.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,183.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,184.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,185.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,186.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,187.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,188.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,189.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,190.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,191.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,192.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,193.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,194.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate
F-9,195.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,196.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,197.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,198.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,199.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,200.0,dataset/dlis_data/15_9-F-9_1.DLIS,Good to Moderate
F-9,201.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,202.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,203.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,204.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,205.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,206.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,207.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,208.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,209.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,210.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,211.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,212.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,213.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,214.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,215.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,216.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,217.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,218.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,219.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,220.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,221.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,222.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,223.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,224.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,225.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,226.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,227.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,228.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,229.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,230.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,231.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,232.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,233.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,234.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,235.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,236.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,237.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,238.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,239.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,240.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,241.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,242.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,243.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,244.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,245.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,246.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,247.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,248.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,249.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,250.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,251.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,252.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,253.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,254.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,255.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,256.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,257.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,258.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,259.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,260.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,261.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,262.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,263.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,264.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,265.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,266.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,267.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,268.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,269.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,270.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,271.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,272.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,273.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,274.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,275.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,276.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,277.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,278.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,279.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,280.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,281.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,282.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,283.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,284.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,285.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,286.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,287.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,288.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,289.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,290.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,291.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,292.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,293.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,294.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,295.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,296.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,297.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,298.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,299.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,300.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,301.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,302.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,303.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,304.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,305.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,306.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,307.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,308.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,309.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,310.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,311.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,312.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,313.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,314.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,315.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,316.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,317.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,318.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,319.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,320.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,321.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,322.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,323.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,324.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,325.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,326.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,327.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,328.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,329.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,330.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,331.0,dataset/dlis_data/15_9-F-9_1.DLIS,Poor
F-9,332.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,333.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,334.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,335.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,336.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,337.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,338.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,339.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,340.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,341.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,342.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,343.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,344.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,345.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,346.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,347.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,348.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,349.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,350.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,351.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,352.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,353.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,354.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,355.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,356.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,357.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,358.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,359.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,360.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,361.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,362.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,363.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,364.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,365.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,366.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,367.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,368.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,369.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,370.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,371.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,372.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,373.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,374.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,375.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,376.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,377.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,378.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,379.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,380.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,381.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,382.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,383.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,384.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,385.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,386.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,387.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,388.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,389.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,390.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,391.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,392.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,393.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,394.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,395.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,396.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,397.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,398.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,399.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,400.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,401.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,402.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,403.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,404.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,405.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,406.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,407.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,408.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,409.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,410.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,411.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,412.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,413.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,414.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,415.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,416.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,417.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
F-9,418.0,dataset/dlis_data/15_9-F-9_1.DLIS,Moderate to Poor
